feedback,character_count,word_count,sentiment,sentiment_confidence
"billing and payment were slow at times, and the app lagged during checkout which slightly affected my experience",112,18,negative,0.8715
", from browsing to delivery, the experience was decent, and tracking updates were not regular which slightly affected my experience",131,20,positive,0.8078
", the delivery experience turned out to be pleasant, and tracking updates were not regular and needs some improvement",117,19,positive,0.9296
", customer support was slow at times, and the app lagged during checkout",72,13,negative,0.912
", the delivery experience turned out to be average, though the delivery was delayed by a couple of days",103,19,negative,0.7163
"customer support was fairly efficient, though everything worked fine",68,9,positive,0.9218
"billing and payment were mostly fine, and the final billed amount differed slightly",83,13,positive,0.5341
", the ordering experience felt not very impressive, but payment failed once before succeeding",93,14,negative,0.9073
", using the app was average, but payment failed once before succeeding",70,12,negative,0.6054
"i found the buying process to be not very impressive, and refund processing was slower than promised which could be improved",124,21,negative,0.9144
", the experience was worse than expected, but billing had a small discrepancy but not a major concern",101,18,negative,0.9043
", the experience was frustrating, though the return pickup was delayed which slightly affected my experience",108,16,negative,0.9203
"customer support was a bit confusing, and the app froze briefly during checkout which could be improved",103,17,negative,0.8642
"my interaction with customer care was slow at times, but coupon application did not work properly",97,16,negative,0.8929
Everything arrived in good condition and the whole process felt reliable,72,11,positive,0.938
", the checkout process seemed average, and the final billed amount differed slightly",84,13,negative,0.6634
", my interaction with customer care was quite good, but billing had a small discrepancy",87,15,positive,0.8936
"billing and payment were decent, though support eventually resolved the issue and needs some improvement",104,15,positive,0.6384
"my interaction with customer care was worse than expected, but coupon application did not work properly",103,16,negative,0.942
"billing and payment were satisfactory, but customer care took time to respond which slightly affected my experience",115,17,neutral,0.5175
"the checkout process seemed decent, though the invoice was not easy to access and needs some improvement",104,17,neutral,0.4853
"my interaction with customer care was slightly disappointing, but customer care took time to respond which could be improved",124,19,negative,0.8542
"billing and payment were satisfactory, but payment failed once before succeeding",80,11,neutral,0.4757
", the delivery experience turned out to be not very impressive, and the app lagged during checkout which slightly affected my experience",136,22,negative,0.9274
"From my experience, the checkout process seemed fairly efficient, though the delivery was delayed by a couple of days",117,19,positive,0.7198
", customer support was smooth, but coupon application did not work properly but manageable",90,14,negative,0.4197
"the ordering experience felt slightly disappointing, but communication from support could be better but manageable",114,15,negative,0.8668
"my interaction with customer care was a bit confusing, and refund processing was slower than promised but not a major concern",125,21,negative,0.7705
"the checkout process seemed decent, but billing had a small discrepancy but not a major concern",95,16,positive,0.6138
", the experience was fairly efficient, but billing had a small discrepancy",74,12,positive,0.9043
"using the app was decent, though the return pickup was delayed",62,11,positive,0.7627
"From my experience, billing and payment were inconsistent, and the app lagged during checkout",93,14,negative,0.8442
", the experience was inconsistent, though the return pickup was delayed",71,11,negative,0.8771
", my interaction with customer care was inconsistent, though support eventually resolved the issue but manageable",113,16,negative,0.7398
"the checkout process seemed mostly fine, but customer care took time to respond and needs some improvement",106,17,neutral,0.4951
", the checkout process seemed better than expected, though the delivery was delayed by a couple of days",103,18,positive,0.8285
", the experience was better than expected, and tracking updates were not regular",80,13,positive,0.9498
", the ordering experience felt mostly fine, though everything worked fine but not a major concern",97,16,positive,0.8503
", my interaction with customer care was quite good, and the app froze briefly during checkout",93,16,positive,0.9102
"the ordering experience felt fairly efficient, though the return pickup was delayed which slightly affected my experience",121,17,positive,0.7318
", i found the buying process to be worse than expected, though everything worked fine",85,15,negative,0.8152
"From my experience, billing and payment were slow at times, but payment failed once before succeeding",101,16,negative,0.8005
", customer support was inconsistent, though everything worked fine",66,9,negative,0.666
", from browsing to delivery, the experience was smooth, and tracking updates were not regular but not a major concern",117,20,positive,0.7458
"Didn’t face any issues from start to finish, which is rare these days",69,13,positive,0.5024
"using the app was quite good, and tracking updates were not regular",67,12,positive,0.8741
I can rate this high for sure superr,36,8,positive,0.9458
"it was strictky ok ok, nothing great about it",45,9,negative,0.7284
", customer support was frustrating, though the return pickup was delayed which slightly affected my experience",110,16,negative,0.9267
", the experience was slightly disappointing, though support eventually resolved the issue",89,12,negative,0.8354
"my interaction with customer care was decent, though the return pickup was delayed but manageable",97,15,positive,0.8413
", customer support was pleasant, and tracking updates were not regular",70,11,positive,0.8708
", the checkout process seemed slightly disappointing, but communication from support could be better which slightly affected my experience",138,19,negative,0.9065
Good liked it next purchase soon,32,6,positive,0.9746
", the experience was inconsistent, and the app lagged during checkout",69,11,negative,0.9113
", the experience was smooth, but billing had a small discrepancy",64,11,positive,0.7733
", customer support was satisfactory, but customer care took time to respond",75,12,positive,0.8826
"From my experience, the delivery experience turned out to be decent, and the app lagged during checkout which slightly affected my experience",141,22,positive,0.8096
"From my experience, billing and payment were inconsistent, and the final billed amount differed slightly",104,15,negative,0.6498
"From my experience, the ordering experience felt slow at times, though everything worked fine",93,14,neutral,0.5143
", the ordering experience felt worse than expected, though everything worked fine",81,12,negative,0.8021
"i found the buying process to be a bit confusing, and the final billed amount differed slightly",95,17,negative,0.6869
", customer support was slow at times, though the invoice was not easy to access",79,15,negative,0.8628
", my interaction with customer care was slightly disappointing, but coupon application did not work properly",108,16,negative,0.9276
", the ordering experience felt decent, and the app lagged during checkout",73,12,positive,0.8577
", the ordering experience felt quite good, though the invoice was not easy to access",84,15,positive,0.933
"my interaction with customer care was better than expected, but payment failed once before succeeding which slightly affected my experience",139,20,neutral,0.4395
"from browsing to delivery, the experience was not very impressive, but payment failed once before succeeding",108,16,negative,0.8824
", customer support was slow at times, though the delivery was delayed by a couple of days which slightly affected my experience",127,22,negative,0.8997
", the experience was slightly disappointing, but billing had a small discrepancy but not a major concern",104,17,negative,0.877
", the checkout process seemed decent, and refund processing was slower than promised",84,13,positive,0.8284
"billing and payment were satisfactory, though the invoice was not easy to access but not a major concern",104,18,positive,0.5632
", billing and payment were quite good, though the invoice was not easy to access",80,15,positive,0.8763
"the ordering experience felt inconsistent, but communication from support could be better but not a major concern",113,17,negative,0.8083
", the experience was satisfactory, and tracking updates were not regular",72,11,positive,0.9163
I think its good Happy with strucuure,37,7,positive,0.9703
"customer support was a bit confusing, and the app froze briefly during checkout",79,13,negative,0.8561
", billing and payment were average, but payment failed once before succeeding and needs some improvement",104,16,negative,0.8174
", my interaction with customer care was not very impressive, and refund processing was slower than promised",107,17,negative,0.929
"well, using the app was average, though everything worked fine which could be improved",86,14,neutral,0.492
", customer support was mostly fine, but customer care took time to respond but manageable",89,15,positive,0.7486
"the checkout process seemed smooth, though support eventually resolved the issue",80,11,positive,0.5919
"the checkout process seemed quite good, but coupon application did not work properly but manageable",99,15,positive,0.4327
", from browsing to delivery, the experience was decent, but communication from support could be better which slightly affected my experience",140,21,positive,0.5293
", billing and payment were frustrating, and the app lagged during checkout but manageable",89,14,negative,0.8846
", the checkout process seemed average, but billing had a small discrepancy",74,12,neutral,0.5256
", from browsing to delivery, the experience was pleasant, but customer care took time to respond but not a major concern",120,21,positive,0.8498
"from browsing to delivery, the experience was mostly fine, though support eventually resolved the issue but not a major concern",127,20,positive,0.6291
"From my experience, the ordering experience felt smooth, and the final billed amount differed slightly",102,15,positive,0.7061
", billing and payment were worse than expected, but payment failed once before succeeding",89,14,negative,0.9123
"the checkout process seemed pleasant, but coupon application did not work properly",82,12,negative,0.8524
"the ordering experience felt pleasant, but customer care took time to respond",77,12,positive,0.904
", using the app was decent, and the app froze briefly during checkout which slightly affected my experience",107,18,positive,0.4808
"i found the buying process to be a bit confusing, and the app froze briefly during checkout which slightly affected my experience",129,22,negative,0.8311
", billing and payment were frustrating, but communication from support could be better",86,13,negative,0.8775
", from browsing to delivery, the experience was slightly disappointing, and tracking updates were not regular but not a major concern",133,21,negative,0.8727
"using the app was smooth, but coupon application did not work properly",70,12,negative,0.6643
", the checkout process seemed frustrating, and the final billed amount differed slightly",88,13,negative,0.8689
"customer support was slow at times, but payment failed once before succeeding which could be improved",101,16,negative,0.8745
", my interaction with customer care was a bit confusing, and the final billed amount differed slightly which slightly affected my experience",140,22,negative,0.8067
"from browsing to delivery, the experience was quite good, and the app froze briefly during checkout but manageable",114,18,positive,0.9303
", the checkout process seemed worse than expected, though everything worked fine",80,12,negative,0.7278
", customer support was satisfactory, and the app lagged during checkout but not a major concern",95,16,positive,0.7421
", i found the buying process to be a bit confusing, but communication from support could be better",98,18,negative,0.7986
", the experience was smooth, though the return pickup was delayed which could be improved",89,15,positive,0.7881
", the experience was better than expected, and the app froze briefly during checkout but not a major concern",108,19,positive,0.8903
", from browsing to delivery, the experience was a bit confusing, though everything worked fine",94,15,neutral,0.5171
"the checkout process seemed satisfactory, but customer care took time to respond",80,12,positive,0.8562
", billing and payment were slow at times, though support eventually resolved the issue",86,14,negative,0.6491
"billing and payment were slow at times, though the invoice was not easy to access but manageable",96,17,negative,0.7197
", the checkout process seemed decent, and the app lagged during checkout",72,12,positive,0.7855
", from browsing to delivery, the experience was a bit confusing, but payment failed once before succeeding which could be improved",130,21,negative,0.7796
", the experience was slightly disappointing, though everything worked fine",74,10,negative,0.8019
"i found the buying process to be average, but coupon application did not work properly",86,15,negative,0.9083
"From my experience, my interaction with customer care was better than expected, and the app froze briefly during checkout but not a major concern",145,24,positive,0.8073
"the checkout process seemed worse than expected, though support eventually resolved the issue which could be improved",117,17,negative,0.6839
", the delivery experience turned out to be decent, though everything worked fine but manageable",95,15,positive,0.9345
", the ordering experience felt frustrating, though the invoice was not easy to access",85,14,negative,0.8999
"my interaction with customer care was satisfactory, though the return pickup was delayed which could be improved",112,17,positive,0.6717
"i found the buying process to be inconsistent, but coupon application did not work properly",91,15,negative,0.898
", the experience was quite good, but customer care took time to respond",71,13,positive,0.9531
", the checkout process seemed pleasant, though everything worked fine",69,10,positive,0.9345
"i found the buying process to be slightly disappointing, but communication from support could be better but not a major concern",127,21,negative,0.8701
", my interaction with customer care was a bit confusing, and tracking updates were not regular and needs some improvement",121,20,negative,0.819
", the experience was mostly fine, but coupon application did not work properly which slightly affected my experience",116,18,negative,0.5026
", the delivery experience turned out to be worse than expected, and the app froze briefly during checkout but manageable",120,20,negative,0.9276
", customer support was mostly fine, and the app froze briefly during checkout but manageable",92,15,positive,0.7433
"Checkout process felt simple and didn’t take much time, which I liked",69,12,positive,0.8911
", i found the buying process to be mostly fine, though support eventually resolved the issue",92,16,positive,0.7175
", the experience was pleasant, and refund processing was slower than promised but not a major concern",101,17,positive,0.9063
"the ordering experience felt fairly efficient, and refund processing was slower than promised which slightly affected my experience",131,18,positive,0.7582
", using the app was worse than expected, but billing had a small discrepancy which slightly affected my experience",114,19,negative,0.9141
"the delivery experience turned out to be a bit confusing, and tracking updates were not regular but manageable",110,18,negative,0.7677
", the delivery experience turned out to be worse than expected, but billing had a small discrepancy",99,17,negative,0.8997
"from browsing to delivery, the experience was better than expected, but communication from support could be better which slightly affected my experience",152,22,positive,0.7724
", using the app was mostly fine, though support eventually resolved the issue",77,13,positive,0.6497
", using the app was frustrating, and refund processing was slower than promised",79,13,negative,0.9263
", using the app was mostly fine, though the return pickup was delayed but not a major concern",93,18,positive,0.5466
", using the app was quite good, though the invoice was not easy to access",73,15,positive,0.8918
", my interaction with customer care was satisfactory, and tracking updates were not regular",91,14,positive,0.846
", the experience was fairly efficient, but communication from support could be better but manageable",100,15,positive,0.8612
"the ordering experience felt mostly fine, though the delivery was delayed by a couple of days but manageable",108,18,positive,0.8184
", from browsing to delivery, the experience was smooth, and tracking updates were not regular which slightly affected my experience",131,20,positive,0.652
"using the app was slightly disappointing, and the app froze briefly during checkout",83,13,negative,0.9071
", my interaction with customer care was average, though the invoice was not easy to access which slightly affected my experience",128,21,negative,0.8412
", the checkout process seemed pleasant, though support eventually resolved the issue and needs some improvement",111,16,positive,0.8571
"Honestly, this was one of the easier online purchases I’ve made recently",72,12,positive,0.9649
"the ordering experience felt frustrating, but coupon application did not work properly and needs some improvement",113,16,negative,0.9321
", my interaction with customer care was pleasant, and the final billed amount differed slightly which slightly affected my experience",133,20,positive,0.8194
", the experience was a bit confusing, but coupon application did not work properly which slightly affected my experience",120,19,negative,0.894
"my interaction with customer care was fairly efficient, though support eventually resolved the issue",100,14,positive,0.7482
", i found the buying process to be pleasant, and the app froze briefly during checkout",86,16,positive,0.8772
", my interaction with customer care was better than expected, and refund processing was slower than promised and needs some improvement",135,21,positive,0.8563
", i found the buying process to be mostly fine, but coupon application did not work properly",92,17,negative,0.4663
"my interaction with customer care was slightly disappointing, and the app lagged during checkout",96,14,negative,0.9285
", i found the buying process to be slow at times, but communication from support could be better but not a major concern",120,23,negative,0.7828
"i found the buying process to be frustrating, though the return pickup was delayed but manageable",97,16,negative,0.8912
"the delivery experience turned out to be slow at times, and the final billed amount differed slightly which could be improved",125,21,negative,0.8527
"the delivery experience turned out to be not very impressive, and the final billed amount differed slightly",107,17,negative,0.9099
", customer support was better than expected, though the delivery was delayed by a couple of days",96,17,positive,0.9047
", the checkout process seemed a bit confusing, and the final billed amount differed slightly",92,15,negative,0.6349
"From my experience, billing and payment were better than expected, though the return pickup was delayed",103,16,positive,0.9006
"my interaction with customer care was fairly efficient, but billing had a small discrepancy",91,14,positive,0.7306
"my interaction with customer care was frustrating, but communication from support could be better and needs some improvement",124,18,negative,0.8427
", the experience was pleasant, though support eventually resolved the issue but manageable",90,13,positive,0.9242
", from browsing to delivery, the experience was quite good, though support eventually resolved the issue which slightly affected my experience",142,21,positive,0.8716
", the experience was decent, but communication from support could be better",75,12,positive,0.8397
"billing and payment were frustrating, but billing had a small discrepancy",73,11,negative,0.7492
", from browsing to delivery, the experience was quite good, though support eventually resolved the issue",104,16,positive,0.9238
", the ordering experience felt average, though support eventually resolved the issue but manageable",99,14,negative,0.7631
"the ordering experience felt better than expected, but communication from support could be better",97,14,positive,0.9109
"the checkout process seemed decent, though everything worked fine and needs some improvement",92,13,positive,0.8977
", billing and payment were inconsistent, but coupon application did not work properly and needs some improvement",112,17,negative,0.9056
", billing and payment were a bit confusing, and tracking updates were not regular which slightly affected my experience",119,19,negative,0.7989
", i found the buying process to be worse than expected, and the final billed amount differed slightly which slightly affected my experience",139,23,negative,0.9266
", the checkout process seemed decent, but communication from support could be better but not a major concern",108,18,positive,0.5858
", the delivery experience turned out to be better than expected, but communication from support could be better",111,18,positive,0.9505
", from browsing to delivery, the experience was frustrating, and the final billed amount differed slightly but not a major concern",130,21,negative,0.8771
"Billing and payment were a bit confusing, and refund processing was slower than promised",88,14,negative,0.8559
"Quite satisfied with how everything turned out, no complaints really",68,10,positive,0.9612
", my interaction with customer care was quite good, though the invoice was not easy to access and needs some improvement",120,21,positive,0.792
", from browsing to delivery, the experience was not very impressive, though the return pickup was delayed which slightly affected my experience",143,22,negative,0.9123
", customer support was worse than expected, though the return pickup was delayed",80,13,negative,0.9352
The app/site is easy to use and didn’t face any glitches while ordering,71,13,positive,0.9077
", the experience was average, though the invoice was not easy to access but manageable",86,15,negative,0.7528
", the ordering experience felt a bit confusing, and tracking updates were not regular which could be improved",109,18,negative,0.8076
"the delivery experience turned out to be quite good, but coupon application did not work properly but not a major concern",121,21,positive,0.7398
", the experience was quite good, though the return pickup was delayed",69,12,positive,0.966
", the delivery experience turned out to be average, though everything worked fine",81,13,negative,0.4862
"i found the buying process to be frustrating, though everything worked fine",75,12,negative,0.6399
", customer support was quite good, and the app lagged during checkout",69,12,positive,0.9087
"the ordering experience felt decent, but communication from support could be better",83,12,positive,0.7658
"billing and payment were satisfactory, but coupon application did not work properly but not a major concern",107,17,neutral,0.4763
"billing and payment were a bit confusing, though the return pickup was delayed which slightly affected my experience",116,18,negative,0.7952
"the delivery experience turned out to be smooth, but billing had a small discrepancy which could be improved",108,18,positive,0.7308
", using the app was a bit confusing, and the app froze briefly during checkout but not a major concern",102,20,negative,0.5849
"From my experience, my interaction with customer care was smooth, but billing had a small discrepancy but not a major concern",125,21,positive,0.5263
", from browsing to delivery, the experience was slightly disappointing, but billing had a small discrepancy",107,16,negative,0.8707
", from browsing to delivery, the experience was pleasant, though support eventually resolved the issue which slightly affected my experience",140,20,positive,0.8161
"from browsing to delivery, the experience was inconsistent, but payment failed once before succeeding",101,14,negative,0.7995
", my interaction with customer care was not very impressive, but customer care took time to respond",99,17,negative,0.8687
"From my experience, using the app was decent, though everything worked fine and needs some improvement",102,16,positive,0.8738
", billing and payment were slightly disappointing, but coupon application did not work properly and needs some improvement",122,18,negative,0.9265
"the checkout process seemed slightly disappointing, though the delivery was delayed by a couple of days but manageable",118,18,negative,0.8853
", customer support was not very impressive, and the app lagged during checkout but manageable",93,15,negative,0.9264
", i found the buying process to be frustrating, and refund processing was slower than promised and needs some improvement",121,20,negative,0.9228
"the ordering experience felt inconsistent, though the invoice was not easy to access but manageable",99,15,negative,0.825
", the delivery experience turned out to be smooth, and the app lagged during checkout",85,15,positive,0.8661
", using the app was not very impressive, but customer care took time to respond",79,15,negative,0.8954
", i found the buying process to be slow at times, and tracking updates were not regular but not a major concern",111,22,negative,0.7367
"my interaction with customer care was better than expected, but customer care took time to respond but manageable",113,18,positive,0.8798
", the experience was not very impressive, though everything worked fine which could be improved",95,15,negative,0.8421
", using the app was average, but payment failed once before succeeding which slightly affected my experience",108,17,negative,0.7795
"the delivery experience turned out to be a bit confusing, and the app lagged during checkout",92,16,negative,0.842
"the checkout process seemed inconsistent, but customer care took time to respond which slightly affected my experience",118,17,negative,0.858
"From my experience, the ordering experience felt inconsistent, though the delivery was delayed by a couple of days",114,18,negative,0.8246
", my interaction with customer care was satisfactory, though the delivery was delayed by a couple of days but not a major concern",129,23,positive,0.7452
"from browsing to delivery, the experience was satisfactory, though everything worked fine",89,12,positive,0.9417
"From my experience, billing and payment were smooth, but billing had a small discrepancy which could be improved",112,18,positive,0.4946
"From my experience, the checkout process seemed quite good, and the final billed amount differed slightly",105,16,positive,0.8821
"using the app was not very impressive, but payment failed once before succeeding which could be improved",104,17,negative,0.8987
", the checkout process seemed slightly disappointing, and refund processing was slower than promised",100,14,negative,0.9255
", the checkout process seemed smooth, but billing had a small discrepancy",73,12,neutral,0.5166
"billing and payment were fairly efficient, and the app lagged during checkout",77,12,positive,0.7173
"customer support was average, though support eventually resolved the issue",74,10,negative,0.6849
"the delivery experience turned out to be a bit confusing, though the invoice was not easy to access",99,18,negative,0.8005
", billing and payment were satisfactory, and tracking updates were not regular but not a major concern",102,17,positive,0.6813
"the checkout process seemed average, but customer care took time to respond",75,12,negative,0.4465
"From my experience, the delivery experience turned out to be mostly fine, though the invoice was not easy to access but manageable",130,22,positive,0.8108
", the delivery experience turned out to be slightly disappointing, but coupon application did not work properly",111,17,negative,0.9272
"customer support was frustrating, and tracking updates were not regular and needs some improvement",98,14,negative,0.921
"i found the buying process to be slightly disappointing, and the app froze briefly during checkout but manageable",113,18,negative,0.8927
", the experience was decent, but payment failed once before succeeding",70,11,positive,0.6536
", the checkout process seemed smooth, but customer care took time to respond and needs some improvement",103,17,neutral,0.522
", from browsing to delivery, the experience was a bit confusing, and refund processing was slower than promised",111,18,negative,0.869
"the checkout process seemed quite good, but communication from support could be better",86,13,positive,0.8297
"customer support was average, but billing had a small discrepancy which could be improved",89,14,negative,0.6987
", using the app was smooth, and refund processing was slower than promised which slightly affected my experience",112,18,neutral,0.5472
"the ordering experience felt satisfactory, but coupon application did not work properly but manageable",102,14,neutral,0.414
"my interaction with customer care was not very impressive, but payment failed once before succeeding but not a major concern",124,20,negative,0.8789
", the ordering experience felt average, and tracking updates were not regular which could be improved",101,16,negative,0.8606
full marks keep it up,21,5,positive,0.9099
", from browsing to delivery, the experience was quite good, but customer care took time to respond",98,17,positive,0.9536
"From my experience, using the app was mostly fine, but coupon application did not work properly",95,16,negative,0.6199
", i found the buying process to be better than expected, though the delivery was delayed by a couple of days",108,21,positive,0.9144
"using the app was smooth, but communication from support could be better",72,12,positive,0.5962
", using the app was fairly efficient, though the invoice was not easy to access but manageable",94,17,positive,0.8374
", the ordering experience felt a bit confusing, though the delivery was delayed by a couple of days",99,18,negative,0.7926
", the experience was frustrating, and tracking updates were not regular which slightly affected my experience",109,16,negative,0.9208
", i found the buying process to be not very impressive, and refund processing was slower than promised",102,18,negative,0.9235
", the experience was satisfactory, though the invoice was not easy to access",76,13,positive,0.8922
"using the app was inconsistent, but customer care took time to respond",70,12,negative,0.732
", customer support was a bit confusing, but payment failed once before succeeding",81,13,negative,0.7874
"the ordering experience felt slow at times, and the app lagged during checkout but manageable",93,15,negative,0.8037
", the delivery experience turned out to be slow at times, but customer care took time to respond but not a major concern",120,23,negative,0.7326
", the experience was better than expected, and the app froze briefly during checkout but manageable",99,16,positive,0.9417
", the delivery experience turned out to be slightly disappointing, and the app froze briefly during checkout and needs some improvement",135,21,negative,0.9241
"my interaction with customer care was quite good, though everything worked fine but not a major concern",103,17,positive,0.8947
"the ordering experience felt quite good, though the return pickup was delayed",77,12,positive,0.957
"my interaction with customer care was pleasant, and the app froze briefly during checkout which could be improved",113,18,positive,0.7728
", billing and payment were decent, though everything worked fine which could be improved",88,14,positive,0.8982
", i found the buying process to be better than expected, though the return pickup was delayed",93,17,positive,0.911
"my interaction with customer care was decent, though the return pickup was delayed",82,13,positive,0.7844
", from browsing to delivery, the experience was frustrating, though support eventually resolved the issue but manageable",120,17,negative,0.8748
", the experience was satisfactory, and refund processing was slower than promised which could be improved",105,16,positive,0.8763
"the checkout process seemed satisfactory, but coupon application did not work properly but manageable",101,14,negative,0.4679
"the ordering experience felt better than expected, but payment failed once before succeeding which slightly affected my experience",130,18,neutral,0.4188
