feedback_id,clause,sentiment,sentiment_confidence
571,and tracking updates were not regular,neutral,0.693
571,not a major concern,neutral,0.6826
572,billing and payment were not very impressive,negative,0.8618
572,coupon application did not work properly which slightly affected my experience,negative,0.873
573,the delivery experience turned out to be pleasant,positive,0.9631
573,the invoice was not easy to access which slightly affected my experience,negative,0.8552
574,Overall a good experience,positive,0.9656
574,would probably order again from here,positive,0.5811
575,customer support was frustrating,negative,0.9218
575,and refund processing was slower than promised,negative,0.852
575,not a major concern,neutral,0.6826
576,my interaction with customer care was decent,positive,0.8777
576,everything worked fine,positive,0.7039
577,customer support was smooth,positive,0.8344
577,the return pickup was delayed,negative,0.5779
578,the ordering experience felt inconsistent,negative,0.8297
578,and the app lagged during checkout,negative,0.8398
579,the experience was decent,positive,0.9294
579,customer care took time to respond which slightly affected my experience,negative,0.7476
580,customer support was slow at times,negative,0.8624
580,support eventually resolved the issue and needs some improvement,neutral,0.5631
581,the ordering experience felt satisfactory,positive,0.9461
581,coupon application did not work properly which could be improved,negative,0.8567
582,my interaction with customer care was worse than expected,negative,0.9391
582,and the app lagged during checkout,negative,0.8398
583,the ordering experience felt a bit confusing,negative,0.6626
583,communication from support could be better,neutral,0.521
584,the checkout process seemed slightly disappointing,negative,0.8693
584,coupon application did not work properly,negative,0.8587
585,the checkout process seemed smooth,positive,0.7016
585,payment failed once before succeeding and needs some improvement,negative,0.5932
586,customer support was better than expected,positive,0.9678
586,the delivery was delayed by a couple of days and needs some improvement,negative,0.8341
587,the experience was fairly efficient,positive,0.9463
587,billing had a small discrepancy which could be improved,neutral,0.7188
588,i found the buying process to be better than expected,positive,0.9373
588,customer care took time to respond,neutral,0.7581
588,not a major concern,neutral,0.6826
589,using the app was slow at times,negative,0.6987
589,everything worked fine which slightly affected my experience,neutral,0.5434
590,the experience was decent,positive,0.9294
590,the return pickup was delayed,negative,0.5779
591,Really smooth experience overall,positive,0.9558
591,from browsing to checkout it just worked without issues,positive,0.6125
592,the experience was not very impressive,negative,0.881
592,and refund processing was slower than promised,negative,0.852
593,the experience was pleasant,positive,0.9663
593,support eventually resolved the issue which slightly affected my experience,neutral,0.6756
594,the experience was frustrating,negative,0.895
594,and the app froze briefly during checkout which slightly affected my experience,negative,0.8183
595,It was worth buying,positive,0.8898
596,the delivery experience turned out to be frustrating,negative,0.8708
596,billing had a small discrepancy,neutral,0.8311
597,billing and payment were pleasant,positive,0.9066
597,and the app froze briefly during checkout,negative,0.6335
597,not a major concern,neutral,0.6826
598,the experience was pleasant,positive,0.9663
598,support eventually resolved the issue,neutral,0.6597
599,the checkout process seemed better than expected,positive,0.9376
599,everything worked fine,positive,0.7039
600,the delivery experience turned out to be smooth,positive,0.9114
600,the invoice was not easy to access,negative,0.828
601,the delivery experience turned out to be average,negative,0.859
601,and tracking updates were not regular,neutral,0.693
602,the ordering experience felt satisfactory,positive,0.9461
602,communication from support could be better,neutral,0.521
603,the checkout process seemed inconsistent,negative,0.7649
603,support eventually resolved the issue,neutral,0.6597
604,billing and payment were slow at times,negative,0.7784
604,billing had a small discrepancy,neutral,0.8311
605,my interaction with customer care was pleasant,positive,0.9485
605,the return pickup was delayed,negative,0.5779
606,the experience was slow at times,negative,0.8504
606,customer care took time to respond and needs some improvement,neutral,0.5303
607,i found the buying process to be a bit confusing,negative,0.6201
607,payment failed once before succeeding,neutral,0.5795
608,From my experience,neutral,0.7509
608,customer support was slow at times,negative,0.8624
608,and tracking updates were not regular,neutral,0.693
609,my interaction with customer care was not very impressive,negative,0.8848
609,the delivery was delayed by a couple of days which slightly affected my experience,negative,0.852
610,from browsing to delivery,neutral,0.84
610,the experience was quite good,positive,0.9747
610,communication from support could be better,neutral,0.521
611,From my experience,neutral,0.7509
611,from browsing to delivery,neutral,0.84
611,the experience was not very impressive,negative,0.881
611,the delivery was delayed by a couple of days,negative,0.7335
611,not a major concern,neutral,0.6826
612,billing and payment were pleasant,positive,0.9066
612,the invoice was not easy to access,negative,0.828
613,the delivery experience turned out to be quite good,positive,0.975
613,customer care took time to respond,neutral,0.7581
614,i found the buying process to be average,negative,0.6802
614,the invoice was not easy to access,negative,0.828
615,using the app was pleasant,positive,0.9449
615,customer care took time to respond,neutral,0.7581
615,not a major concern,neutral,0.6826
616,From my experience,neutral,0.7509
616,my interaction with customer care was a bit confusing,negative,0.6228
616,everything worked fine,positive,0.7039
616,not a major concern,neutral,0.6826
617,the ordering experience felt slightly disappointing,negative,0.8973
617,and refund processing was slower than promised,negative,0.852
618,Payment went through without any problem and confirmation was instant,positive,0.8755
619,from browsing to delivery,neutral,0.84
619,the experience was slow at times,negative,0.8504
619,everything worked fine,positive,0.7039
620,From my experience,neutral,0.7509
620,my interaction with customer care was average,negative,0.8322
620,billing had a small discrepancy,neutral,0.8311
620,not a major concern,neutral,0.6826
621,using the app was satisfactory,positive,0.8924
621,and the app lagged during checkout and needs some improvement,negative,0.8635
622,the ordering experience felt inconsistent,negative,0.8297
622,and the final billed amount differed slightly and needs some improvement,neutral,0.595
623,using the app was average,negative,0.7631
623,and refund processing was slower than promised and needs some improvement,negative,0.851
624,billing and payment were pleasant,positive,0.9066
624,and the app froze briefly during checkout which could be improved,negative,0.6996
625,billing and payment were average,negative,0.5647
625,the return pickup was delayed and needs some improvement,negative,0.8213
626,my interaction with customer care was slow at times,negative,0.8312
626,and refund processing was slower than promised which slightly affected my experience,negative,0.8799
627,the ordering experience felt decent,positive,0.9093
627,and the final billed amount differed slightly,neutral,0.8341
628,the experience was better than expected,positive,0.9811
628,and the app froze briefly during checkout which could be improved,negative,0.6996
629,the checkout process seemed fairly efficient,positive,0.8837
629,support eventually resolved the issue and needs some improvement,neutral,0.5631
630,the experience was slightly disappointing,negative,0.8861
630,the return pickup was delayed,negative,0.5779
631,my interaction with customer care was satisfactory,positive,0.909
631,payment failed once before succeeding,neutral,0.5795
632,my interaction with customer care was inconsistent,negative,0.8301
632,and tracking updates were not regular and needs some improvement,negative,0.5728
633,using the app was average,negative,0.7631
633,and the app lagged during checkout,negative,0.8398
634,the checkout process seemed slow at times,negative,0.7531
634,and refund processing was slower than promised,negative,0.852
635,the ordering experience felt pleasant,positive,0.9632
635,the invoice was not easy to access,negative,0.828
636,from browsing to delivery,neutral,0.84
636,the experience was slightly disappointing,negative,0.8861
636,and the app lagged during checkout and needs some improvement,negative,0.8635
637,the delivery experience turned out to be smooth,positive,0.9114
637,customer care took time to respond,neutral,0.7581
638,the experience was worse than expected,negative,0.9332
638,coupon application did not work properly,negative,0.8587
639,From my experience,neutral,0.7509
639,billing and payment were not very impressive,negative,0.8618
639,billing had a small discrepancy,neutral,0.8311
639,not a major concern,neutral,0.6826
640,from browsing to delivery,neutral,0.84
640,the experience was smooth,positive,0.9286
640,the invoice was not easy to access,negative,0.828
641,from browsing to delivery,neutral,0.84
641,the experience was decent,positive,0.9294
641,and the final billed amount differed slightly,neutral,0.8341
642,my interaction with customer care was pleasant,positive,0.9485
642,and tracking updates were not regular and needs some improvement,negative,0.5728
643,The product quality is actually better than I thought,positive,0.9545
643,quite satisfied with this purchase,positive,0.9382
644,from browsing to delivery,neutral,0.84
644,the experience was fairly efficient,positive,0.9463
644,the invoice was not easy to access,negative,0.828
645,from browsing to delivery,neutral,0.84
645,the experience was not very impressive,negative,0.881
645,support eventually resolved the issue,neutral,0.6597
646,using the app was fairly efficient,positive,0.8246
646,and the app froze briefly during checkout,negative,0.6335
647,the checkout process seemed smooth,positive,0.7016
647,and tracking updates were not regular,neutral,0.693
648,i found the buying process to be not very impressive,negative,0.8619
648,the delivery was delayed by a couple of days,negative,0.7335
649,i found the buying process ly efficient,positive,0.69
649,payment failed once before succeeding,neutral,0.5795
650,the ordering experience felt smooth,positive,0.9088
650,and the final billed amount differed slightly,neutral,0.8341
651,customer support was quite good,positive,0.9558
651,the return pickup was delayed,negative,0.5779
652,the checkout process seemed quite good,positive,0.939
652,the invoice was not easy to access,negative,0.828
653,using the app was not very impressive,negative,0.8712
653,payment failed once before succeeding,neutral,0.5795
654,From my experience,neutral,0.7509
654,the checkout process seemed satisfactory,positive,0.8768
654,and the app lagged during checkout which slightly affected my experience,negative,0.8631
655,billing and payment were worse than expected,negative,0.9263
655,communication from support could be better,neutral,0.521
656,the checkout process seemed a bit confusing,negative,0.6168
656,the delivery was delayed by a couple of days,negative,0.7335
657,i found the buying process to be worse than expected,negative,0.9242
657,coupon application did not work properly and needs some improvement,negative,0.9019
658,the delivery experience turned out to be not very impressive,negative,0.8797
658,the invoice was not easy to access,negative,0.828
658,not a major concern,neutral,0.6826
659,the checkout process seemed better than expected,positive,0.9376
659,and the app lagged during checkout,negative,0.8398
660,customer support was pleasant,positive,0.9551
660,and the final billed amount differed slightly,neutral,0.8341
661,the delivery experience turned out to be pleasant,positive,0.9631
661,everything worked fine,positive,0.7039
663,i found the buying process to be mostly fine,positive,0.6349
663,coupon application did not work properly,negative,0.8587
664,the checkout process seemed frustrating,negative,0.8704
664,the invoice was not easy to access which could be improved,negative,0.8182
665,the checkout process seemed frustrating,negative,0.8704
665,and tracking updates were not regular,neutral,0.693
666,the checkout process seemed a bit confusing,negative,0.6168
666,communication from support could be better,neutral,0.521
667,the experience was inconsistent,negative,0.8575
667,payment failed once before succeeding,neutral,0.5795
668,my interaction with customer care was pleasant,positive,0.9485
668,customer care took time to respond,neutral,0.7581
668,not a major concern,neutral,0.6826
669,the ordering experience felt worse than expected,negative,0.9332
669,and the app froze briefly during checkout which slightly affected my experience,negative,0.8183
670,the experience was better than expected,positive,0.9811
670,everything worked fine which could be improved,positive,0.8023
671,the ordering experience felt mostly fine,positive,0.8739
671,everything worked fine which could be improved,positive,0.8023
672,From my experience,neutral,0.7509
672,the checkout process seemed satisfactory,positive,0.8768
672,and the app froze briefly during checkout and needs some improvement,negative,0.7869
673,from browsing to delivery,neutral,0.84
673,the experience was average,negative,0.8643
673,and the app froze briefly during checkout,negative,0.6335
674,the ordering experience felt a bit confusing,negative,0.6626
674,the delivery was delayed by a couple of days and needs some improvement,negative,0.8341
675,the experience was fairly efficient,positive,0.9463
675,and tracking updates were not regular which slightly affected my experience,negative,0.7504
676,Got my order earlier than expected,positive,0.5397
676,everything was packed properly and nothing missing,positive,0.5509
677,my interaction with customer care was inconsistent,negative,0.8301
677,support eventually resolved the issue,neutral,0.6597
678,the ordering experience felt average,negative,0.8621
678,and tracking updates were not regular,neutral,0.693
679,the experience was frustrating,negative,0.895
679,customer care took time to respond,neutral,0.7581
680,i found the buying process to be worse than expected,negative,0.9242
680,the invoice was not easy to access,negative,0.828
681,the delivery experience turned out to be satisfactory,positive,0.9322
681,the return pickup was delayed,negative,0.5779
682,the delivery experience turned out to be smooth,positive,0.9114
682,everything worked fine which slightly affected my experience,neutral,0.5434
683,from browsing to delivery,neutral,0.84
683,the experience was not very impressive,negative,0.881
683,the delivery was delayed by a couple of days,negative,0.7335
684,From my experience,neutral,0.7509
684,i found the buying process to be slightly disappointing,negative,0.8862
684,payment failed once before succeeding,neutral,0.5795
685,It was ok kind of experience what else nothing much to add,positive,0.6496
686,the delivery experience turned out to be decent,positive,0.9252
686,billing had a small discrepancy,neutral,0.8311
687,the ordering experience felt satisfactory,positive,0.9461
687,coupon application did not work properly,negative,0.8587
687,not a major concern,neutral,0.6826
688,Support team was polite and actually helpful,positive,0.9416
688,not just scripted replies,neutral,0.5312
689,the experience was satisfactory,positive,0.9494
689,and the final billed amount differed slightly which could be improved,neutral,0.7765
690,customer support was better than expected,positive,0.9678
690,everything worked fine,positive,0.7039
691,my interaction with customer care was smooth,positive,0.8227
691,the delivery was delayed by a couple of days which slightly affected my experience,negative,0.852
692,billing and payment were satisfactory,positive,0.8478
692,support eventually resolved the issue,neutral,0.6597
693,the delivery experience turned out to be worse than expected,negative,0.9247
693,coupon application did not work properly,negative,0.8587
694,the delivery experience turned out to be inconsistent,negative,0.8114
694,the delivery was delayed by a couple of days,negative,0.7335
695,Packaging was secure and product looked exactly like shown online,positive,0.6692
696,billing and payment were worse than expected,negative,0.9263
696,and the app froze briefly during checkout,negative,0.6335
697,billing and payment were slow at times,negative,0.7784
697,and the app lagged during checkout which slightly affected my experience,negative,0.8631
698,from browsing to delivery,neutral,0.84
698,the experience was decent,positive,0.9294
698,and tracking updates were not regular which slightly affected my experience,negative,0.7504
699,the delivery experience turned out to be pleasant,positive,0.9631
699,and tracking updates were not regular and needs some improvement,negative,0.5728
700,customer support was slow at times,negative,0.8624
700,and the app lagged during checkout,negative,0.8398
701,the delivery experience turned out to be average,negative,0.859
701,the delivery was delayed by a couple of days,negative,0.7335
702,customer support was fairly efficient,positive,0.8737
702,everything worked fine,positive,0.7039
703,billing and payment were mostly fine,positive,0.5629
703,and the final billed amount differed slightly,neutral,0.8341
704,the ordering experience felt not very impressive,negative,0.8736
704,payment failed once before succeeding,neutral,0.5795
705,using the app was average,negative,0.7631
705,payment failed once before succeeding,neutral,0.5795
706,i found the buying process to be not very impressive,negative,0.8619
706,and refund processing was slower than promised which could be improved,negative,0.7531
707,the experience was worse than expected,negative,0.9332
707,billing had a small discrepancy,neutral,0.8311
707,not a major concern,neutral,0.6826
708,the experience was frustrating,negative,0.895
708,the return pickup was delayed which slightly affected my experience,negative,0.8206
709,customer support was a bit confusing,negative,0.7998
709,and the app froze briefly during checkout which could be improved,negative,0.6996
710,my interaction with customer care was slow at times,negative,0.8312
710,coupon application did not work properly,negative,0.8587
711,Everything arrived in good condition and the whole process felt reliable,positive,0.938
712,the checkout process seemed average,negative,0.7465
712,and the final billed amount differed slightly,neutral,0.8341
713,my interaction with customer care was quite good,positive,0.9599
713,billing had a small discrepancy,neutral,0.8311
714,billing and payment were decent,positive,0.6978
714,support eventually resolved the issue and needs some improvement,neutral,0.5631
715,my interaction with customer care was worse than expected,negative,0.9391
715,coupon application did not work properly,negative,0.8587
716,billing and payment were satisfactory,positive,0.8478
716,customer care took time to respond which slightly affected my experience,negative,0.7476
717,the checkout process seemed decent,positive,0.8216
717,the invoice was not easy to access and needs some improvement,negative,0.8864
718,my interaction with customer care was slightly disappointing,negative,0.9025
718,customer care took time to respond which could be improved,negative,0.5184
719,billing and payment were satisfactory,positive,0.8478
719,payment failed once before succeeding,neutral,0.5795
720,the delivery experience turned out to be not very impressive,negative,0.8797
720,and the app lagged during checkout which slightly affected my experience,negative,0.8631
721,From my experience,neutral,0.7509
721,the checkout process seemed fairly efficient,positive,0.8837
721,the delivery was delayed by a couple of days,negative,0.7335
722,customer support was smooth,positive,0.8344
722,coupon application did not work properly,negative,0.8587
723,the ordering experience felt slightly disappointing,negative,0.8973
723,communication from support could be better,neutral,0.521
724,my interaction with customer care was a bit confusing,negative,0.6228
724,and refund processing was slower than promised,negative,0.852
724,not a major concern,neutral,0.6826
725,the checkout process seemed decent,positive,0.8216
725,billing had a small discrepancy,neutral,0.8311
725,not a major concern,neutral,0.6826
726,the experience was fairly efficient,positive,0.9463
726,billing had a small discrepancy,neutral,0.8311
727,using the app was decent,positive,0.8401
727,the return pickup was delayed,negative,0.5779
728,From my experience,neutral,0.7509
728,billing and payment were inconsistent,negative,0.736
728,and the app lagged during checkout,negative,0.8398
729,the experience was inconsistent,negative,0.8575
729,the return pickup was delayed,negative,0.5779
730,my interaction with customer care was inconsistent,negative,0.8301
730,support eventually resolved the issue,neutral,0.6597
731,the checkout process seemed mostly fine,positive,0.7489
731,customer care took time to respond and needs some improvement,neutral,0.5303
732,the checkout process seemed better than expected,positive,0.9376
732,the delivery was delayed by a couple of days,negative,0.7335
733,the experience was better than expected,positive,0.9811
733,and tracking updates were not regular,neutral,0.693
734,the ordering experience felt mostly fine,positive,0.8739
734,everything worked fine,positive,0.7039
734,not a major concern,neutral,0.6826
735,my interaction with customer care was quite good,positive,0.9599
735,and the app froze briefly during checkout,negative,0.6335
736,the ordering experience felt fairly efficient,positive,0.9422
736,the return pickup was delayed which slightly affected my experience,negative,0.8206
737,i found the buying process to be worse than expected,negative,0.9242
737,everything worked fine,positive,0.7039
738,From my experience,neutral,0.7509
738,billing and payment were slow at times,negative,0.7784
738,payment failed once before succeeding,neutral,0.5795
739,customer support was inconsistent,negative,0.8775
739,everything worked fine,positive,0.7039
740,from browsing to delivery,neutral,0.84
740,the experience was smooth,positive,0.9286
740,and tracking updates were not regular,neutral,0.693
740,not a major concern,neutral,0.6826
741,Didn’t face any issues from start to finish,neutral,0.5986
741,which is rare these days,neutral,0.625
742,using the app was quite good,positive,0.9668
742,and tracking updates were not regular,neutral,0.693
743,I can rate this high for sure superr,positive,0.9458
744,it was strictky ok ok,neutral,0.7701
744,nothing great about it,negative,0.7262
745,customer support was frustrating,negative,0.9218
745,the return pickup was delayed which slightly affected my experience,negative,0.8206
746,the experience was slightly disappointing,negative,0.8861
746,support eventually resolved the issue,neutral,0.6597
747,my interaction with customer care was decent,positive,0.8777
747,the return pickup was delayed,negative,0.5779
748,customer support was pleasant,positive,0.9551
748,and tracking updates were not regular,neutral,0.693
749,the checkout process seemed slightly disappointing,negative,0.8693
749,communication from support could be better which slightly affected my experience,negative,0.5905
750,Good liked it next purchase soon,positive,0.9746
751,the experience was inconsistent,negative,0.8575
751,and the app lagged during checkout,negative,0.8398
752,the experience was smooth,positive,0.9286
752,billing had a small discrepancy,neutral,0.8311
753,customer support was satisfactory,positive,0.9291
753,customer care took time to respond,neutral,0.7581
754,From my experience,neutral,0.7509
754,the delivery experience turned out to be decent,positive,0.9252
754,and the app lagged during checkout which slightly affected my experience,negative,0.8631
755,From my experience,neutral,0.7509
755,billing and payment were inconsistent,negative,0.736
755,and the final billed amount differed slightly,neutral,0.8341
756,From my experience,neutral,0.7509
756,the ordering experience felt slow at times,negative,0.8322
756,everything worked fine,positive,0.7039
757,the ordering experience felt worse than expected,negative,0.9332
757,everything worked fine,positive,0.7039
758,i found the buying process to be a bit confusing,negative,0.6201
758,and the final billed amount differed slightly,neutral,0.8341
759,customer support was slow at times,negative,0.8624
759,the invoice was not easy to access,negative,0.828
760,my interaction with customer care was slightly disappointing,negative,0.9025
760,coupon application did not work properly,negative,0.8587
761,the ordering experience felt decent,positive,0.9093
761,and the app lagged during checkout,negative,0.8398
762,the ordering experience felt quite good,positive,0.9714
762,the invoice was not easy to access,negative,0.828
763,my interaction with customer care was better than expected,positive,0.9604
763,payment failed once before succeeding which slightly affected my experience,negative,0.7393
764,from browsing to delivery,neutral,0.84
764,the experience was not very impressive,negative,0.881
764,payment failed once before succeeding,neutral,0.5795
765,customer support was slow at times,negative,0.8624
765,the delivery was delayed by a couple of days which slightly affected my experience,negative,0.852
766,the experience was slightly disappointing,negative,0.8861
766,billing had a small discrepancy,neutral,0.8311
766,not a major concern,neutral,0.6826
767,the checkout process seemed decent,positive,0.8216
767,and refund processing was slower than promised,negative,0.852
768,billing and payment were satisfactory,positive,0.8478
768,the invoice was not easy to access,negative,0.828
768,not a major concern,neutral,0.6826
769,billing and payment were quite good,positive,0.9162
769,the invoice was not easy to access,negative,0.828
770,the ordering experience felt inconsistent,negative,0.8297
770,communication from support could be better,neutral,0.521
770,not a major concern,neutral,0.6826
771,the experience was satisfactory,positive,0.9494
771,and tracking updates were not regular,neutral,0.693
772,I think its good Happy with strucuure,positive,0.9703
773,customer support was a bit confusing,negative,0.7998
773,and the app froze briefly during checkout,negative,0.6335
774,billing and payment were average,negative,0.5647
774,payment failed once before succeeding and needs some improvement,negative,0.5932
775,my interaction with customer care was not very impressive,negative,0.8848
775,and refund processing was slower than promised,negative,0.852
776,using the app was average,negative,0.7631
776,everything worked fine which could be improved,positive,0.8023
777,customer support was mostly fine,positive,0.7734
777,customer care took time to respond,neutral,0.7581
778,the checkout process seemed smooth,positive,0.7016
778,support eventually resolved the issue,neutral,0.6597
779,the checkout process seemed quite good,positive,0.939
779,coupon application did not work properly,negative,0.8587
780,from browsing to delivery,neutral,0.84
780,the experience was decent,positive,0.9294
780,communication from support could be better which slightly affected my experience,negative,0.5905
781,billing and payment were frustrating,negative,0.8702
781,and the app lagged during checkout,negative,0.8398
782,the checkout process seemed average,negative,0.7465
782,billing had a small discrepancy,neutral,0.8311
783,from browsing to delivery,neutral,0.84
783,the experience was pleasant,positive,0.9663
783,customer care took time to respond,neutral,0.7581
783,not a major concern,neutral,0.6826
784,from browsing to delivery,neutral,0.84
784,the experience was mostly fine,positive,0.896
784,support eventually resolved the issue,neutral,0.6597
784,not a major concern,neutral,0.6826
785,From my experience,neutral,0.7509
785,the ordering experience felt smooth,positive,0.9088
785,and the final billed amount differed slightly,neutral,0.8341
786,billing and payment were worse than expected,negative,0.9263
786,payment failed once before succeeding,neutral,0.5795
787,the checkout process seemed pleasant,positive,0.9128
787,coupon application did not work properly,negative,0.8587
788,the ordering experience felt pleasant,positive,0.9632
788,customer care took time to respond,neutral,0.7581
789,using the app was decent,positive,0.8401
789,and the app froze briefly during checkout which slightly affected my experience,negative,0.8183
790,i found the buying process to be a bit confusing,negative,0.6201
790,and the app froze briefly during checkout which slightly affected my experience,negative,0.8183
791,billing and payment were frustrating,negative,0.8702
791,communication from support could be better,neutral,0.521
792,from browsing to delivery,neutral,0.84
792,the experience was slightly disappointing,negative,0.8861
792,and tracking updates were not regular,neutral,0.693
792,not a major concern,neutral,0.6826
793,using the app was smooth,positive,0.686
793,coupon application did not work properly,negative,0.8587
794,the checkout process seemed frustrating,negative,0.8704
794,and the final billed amount differed slightly,neutral,0.8341
795,customer support was slow at times,negative,0.8624
795,payment failed once before succeeding which could be improved,negative,0.4881
796,my interaction with customer care was a bit confusing,negative,0.6228
796,and the final billed amount differed slightly which slightly affected my experience,negative,0.6564
797,from browsing to delivery,neutral,0.84
797,the experience was quite good,positive,0.9747
797,and the app froze briefly during checkout,negative,0.6335
798,the checkout process seemed worse than expected,negative,0.9172
798,everything worked fine,positive,0.7039
799,customer support was satisfactory,positive,0.9291
799,and the app lagged during checkout,negative,0.8398
799,not a major concern,neutral,0.6826
800,i found the buying process to be a bit confusing,negative,0.6201
800,communication from support could be better,neutral,0.521
801,the experience was smooth,positive,0.9286
801,the return pickup was delayed which could be improved,negative,0.5467
802,the experience was better than expected,positive,0.9811
802,and the app froze briefly during checkout,negative,0.6335
802,not a major concern,neutral,0.6826
803,from browsing to delivery,neutral,0.84
803,the experience was a bit confusing,negative,0.6813
803,everything worked fine,positive,0.7039
804,the checkout process seemed satisfactory,positive,0.8768
804,customer care took time to respond,neutral,0.7581
805,billing and payment were slow at times,negative,0.7784
805,support eventually resolved the issue,neutral,0.6597
806,billing and payment were slow at times,negative,0.7784
806,the invoice was not easy to access,negative,0.828
807,the checkout process seemed decent,positive,0.8216
807,and the app lagged during checkout,negative,0.8398
808,from browsing to delivery,neutral,0.84
808,the experience was a bit confusing,negative,0.6813
808,payment failed once before succeeding which could be improved,negative,0.4881
809,the experience was slightly disappointing,negative,0.8861
809,everything worked fine,positive,0.7039
810,i found the buying process to be average,negative,0.6802
810,coupon application did not work properly,negative,0.8587
811,From my experience,neutral,0.7509
811,my interaction with customer care was better than expected,positive,0.9604
811,and the app froze briefly during checkout,negative,0.6335
811,not a major concern,neutral,0.6826
812,the checkout process seemed worse than expected,negative,0.9172
812,support eventually resolved the issue which could be improved,neutral,0.5016
813,the delivery experience turned out to be decent,positive,0.9252
813,everything worked fine,positive,0.7039
814,the ordering experience felt frustrating,negative,0.8998
814,the invoice was not easy to access,negative,0.828
815,my interaction with customer care was satisfactory,positive,0.909
815,the return pickup was delayed which could be improved,negative,0.5467
816,i found the buying process to be inconsistent,negative,0.7412
816,coupon application did not work properly,negative,0.8587
817,the experience was quite good,positive,0.9747
817,customer care took time to respond,neutral,0.7581
818,the checkout process seemed pleasant,positive,0.9128
818,everything worked fine,positive,0.7039
819,i found the buying process to be slightly disappointing,negative,0.8862
819,communication from support could be better,neutral,0.521
819,not a major concern,neutral,0.6826
820,my interaction with customer care was a bit confusing,negative,0.6228
820,and tracking updates were not regular and needs some improvement,negative,0.5728
821,the experience was mostly fine,positive,0.896
821,coupon application did not work properly which slightly affected my experience,negative,0.873
822,the delivery experience turned out to be worse than expected,negative,0.9247
822,and the app froze briefly during checkout,negative,0.6335
823,customer support was mostly fine,positive,0.7734
823,and the app froze briefly during checkout,negative,0.6335
824,Checkout process felt simple and didn’t take much time,positive,0.6899
824,which I liked,positive,0.854
825,i found the buying process to be mostly fine,positive,0.6349
825,support eventually resolved the issue,neutral,0.6597
826,the experience was pleasant,positive,0.9663
826,and refund processing was slower than promised,negative,0.852
826,not a major concern,neutral,0.6826
827,the ordering experience felt fairly efficient,positive,0.9422
827,and refund processing was slower than promised which slightly affected my experience,negative,0.8799
828,using the app was worse than expected,negative,0.9319
828,billing had a small discrepancy which slightly affected my experience,negative,0.7122
829,the delivery experience turned out to be a bit confusing,negative,0.7174
829,and tracking updates were not regular,neutral,0.693
830,the delivery experience turned out to be worse than expected,negative,0.9247
830,billing had a small discrepancy,neutral,0.8311
831,from browsing to delivery,neutral,0.84
831,the experience was better than expected,positive,0.9811
831,communication from support could be better which slightly affected my experience,negative,0.5905
832,using the app was mostly fine,positive,0.641
832,support eventually resolved the issue,neutral,0.6597
833,using the app was frustrating,negative,0.8875
833,and refund processing was slower than promised,negative,0.852
834,using the app was mostly fine,positive,0.641
834,the return pickup was delayed,negative,0.5779
834,not a major concern,neutral,0.6826
835,using the app was quite good,positive,0.9668
835,the invoice was not easy to access,negative,0.828
836,my interaction with customer care was satisfactory,positive,0.909
836,and tracking updates were not regular,neutral,0.693
837,the experience was fairly efficient,positive,0.9463
837,communication from support could be better,neutral,0.521
838,the ordering experience felt mostly fine,positive,0.8739
838,the delivery was delayed by a couple of days,negative,0.7335
839,from browsing to delivery,neutral,0.84
839,the experience was smooth,positive,0.9286
839,and tracking updates were not regular which slightly affected my experience,negative,0.7504
840,using the app was slightly disappointing,negative,0.8907
840,and the app froze briefly during checkout,negative,0.6335
841,my interaction with customer care was average,negative,0.8322
841,the invoice was not easy to access which slightly affected my experience,negative,0.8552
842,the checkout process seemed pleasant,positive,0.9128
842,support eventually resolved the issue and needs some improvement,neutral,0.5631
843,this was one of the easier online purchases I’ve made recently,positive,0.9503
844,the ordering experience felt frustrating,negative,0.8998
844,coupon application did not work properly and needs some improvement,negative,0.9019
845,my interaction with customer care was pleasant,positive,0.9485
845,and the final billed amount differed slightly which slightly affected my experience,negative,0.6564
846,the experience was a bit confusing,negative,0.6813
846,coupon application did not work properly which slightly affected my experience,negative,0.873
847,my interaction with customer care was fairly efficient,positive,0.8965
847,support eventually resolved the issue,neutral,0.6597
848,i found the buying process to be pleasant,positive,0.9076
848,and the app froze briefly during checkout,negative,0.6335
849,my interaction with customer care was better than expected,positive,0.9604
849,and refund processing was slower than promised and needs some improvement,negative,0.851
850,i found the buying process to be mostly fine,positive,0.6349
850,coupon application did not work properly,negative,0.8587
851,my interaction with customer care was slightly disappointing,negative,0.9025
851,and the app lagged during checkout,negative,0.8398
852,i found the buying process to be slow at times,negative,0.73
852,communication from support could be better,neutral,0.521
852,not a major concern,neutral,0.6826
853,i found the buying process to be frustrating,negative,0.8647
853,the return pickup was delayed,negative,0.5779
854,the delivery experience turned out to be slow at times,negative,0.8142
854,and the final billed amount differed slightly which could be improved,neutral,0.7765
855,the delivery experience turned out to be not very impressive,negative,0.8797
855,and the final billed amount differed slightly,neutral,0.8341
856,customer support was better than expected,positive,0.9678
856,the delivery was delayed by a couple of days,negative,0.7335
857,the checkout process seemed a bit confusing,negative,0.6168
857,and the final billed amount differed slightly,neutral,0.8341
858,From my experience,neutral,0.7509
858,billing and payment were better than expected,positive,0.9312
858,the return pickup was delayed,negative,0.5779
859,my interaction with customer care was fairly efficient,positive,0.8965
859,billing had a small discrepancy,neutral,0.8311
860,my interaction with customer care was frustrating,negative,0.9052
